sentence_id,sentence,source,subject,relation,object,confidence
365,Fleming's student Cecil George Paine was the first to successfully use penicillin to treat eye infection in 1930.,Penicillin,Cecil George Paine,was the first to successfully use,penicillin,0.6747
365,Fleming's student Cecil George Paine was the first to successfully use penicillin to treat eye infection in 1930.,Penicillin,Cecil George Paine,treat,eye infection,0.6747
365,Fleming's student Cecil George Paine was the first to successfully use penicillin to treat eye infection in 1930.,Penicillin,Cecil George Paine,was,Fleming's student,0.6747
365,Fleming's student Cecil George Paine was the first to successfully use penicillin to treat eye infection in 1930.,Penicillin,Cecil George Paine,use,penicillin,0.6747
365,Fleming's student Cecil George Paine was the first to successfully use penicillin to treat eye infection in 1930.,Penicillin,Cecil George Paine,treat,eye infection in 1930,0.6747
366,The purified compound was isolated in 1940 by a research team led by Howard Florey and Ernst Boris Chain at the University of Oxford.,Penicillin,The purified compound,was isolated in,1940,0.7792
366,The purified compound was isolated in 1940 by a research team led by Howard Florey and Ernst Boris Chain at the University of Oxford.,Penicillin,The purified compound,was isolated by,a research team led by Howard Florey and Ernst Boris Chain,0.7792
366,The purified compound was isolated in 1940 by a research team led by Howard Florey and Ernst Boris Chain at the University of Oxford.,Penicillin,a research team led by Howard Florey and Ernst Boris Chain,led by,Howard Florey and Ernst Boris Chain,0.7792
366,The purified compound was isolated in 1940 by a research team led by Howard Florey and Ernst Boris Chain at the University of Oxford.,Penicillin,a research team led by Howard Florey and Ernst Boris Chain,is located at,the University of Oxford,0.7542
367,Fleming first used the purified penicillin to treat streptococcal meningitis in 1942.,Penicillin,Fleming,first used,the purified penicillin,0.7233
367,Fleming first used the purified penicillin to treat streptococcal meningitis in 1942.,Penicillin,Fleming,used,the purified penicillin to treat streptococcal meningitis,0.7233
367,Fleming first used the purified penicillin to treat streptococcal meningitis in 1942.,Penicillin,the purified penicillin,was used to treat,streptococcal meningitis,0.7233
367,Fleming first used the purified penicillin to treat streptococcal meningitis in 1942.,Penicillin,Fleming,used,penicillin to treat streptococcal meningitis in 1942,0.7233
367,Fleming first used the purified penicillin to treat streptococcal meningitis in 1942.,Penicillin,the purified penicillin,was used in,1942,0.7233
368,"The 1945 Nobel Prize in Physiology or Medicine was shared by Chain, Fleming and Florey.",Penicillin,Chain,shared the Nobel Prize in Physiology or Medicine,1945,0.7266
368,"The 1945 Nobel Prize in Physiology or Medicine was shared by Chain, Fleming and Florey.",Penicillin,Fleming,shared the Nobel Prize in Physiology or Medicine,1945,0.7266
368,"The 1945 Nobel Prize in Physiology or Medicine was shared by Chain, Fleming and Florey.",Penicillin,Florey,shared the Nobel Prize in Physiology or Medicine,1945,0.7266
369,"Several semisynthetic penicillins are effective against a broader spectrum of bacteria: these include the antistaphylococcal penicillins, aminopenicillins, and antipseudomonal penicillins.",Penicillin,semisynthetic penicillins,are effective against,a broader spectrum of bacteria,0.742
369,"Several semisynthetic penicillins are effective against a broader spectrum of bacteria: these include the antistaphylococcal penicillins, aminopenicillins, and antipseudomonal penicillins.",Penicillin,these,include,the antistaphylococcal penicillins,0.742
369,"Several semisynthetic penicillins are effective against a broader spectrum of bacteria: these include the antistaphylococcal penicillins, aminopenicillins, and antipseudomonal penicillins.",Penicillin,these,include,the aminopenicillins,0.742
369,"Several semisynthetic penicillins are effective against a broader spectrum of bacteria: these include the antistaphylococcal penicillins, aminopenicillins, and antipseudomonal penicillins.",Penicillin,these,include,the antipseudomonal penicillins,0.742
371,It was coined by Alexander Fleming on 7 March 1929 when he discovered the antibacterial property of Penicillium rubens.,Penicillin,Penicillium rubens,has antibacterial property,antibacterial property,0.8022
371,It was coined by Alexander Fleming on 7 March 1929 when he discovered the antibacterial property of Penicillium rubens.,Penicillin,Alexander Fleming,discovered,Penicillium rubens,0.8622
371,It was coined by Alexander Fleming on 7 March 1929 when he discovered the antibacterial property of Penicillium rubens.,Penicillin,Alexander Fleming,coined,Penicillium rubens,0.8622
374,"I simply followed perfectly orthodox lines and coined a word which explained that the substance penicillin was derived from a plant of the genus Penicillium just as many years ago the word ""Digitalin"" was invented for a substance derived from the plant Digitalis.",Penicillin,penicillin,was derived from,a plant of the genus Penicillium,0.7223
374,"I simply followed perfectly orthodox lines and coined a word which explained that the substance penicillin was derived from a plant of the genus Penicillium just as many years ago the word ""Digitalin"" was invented for a substance derived from the plant Digitalis.",Penicillin,Digitalin,was invented for,a substance derived from the plant Digitalis,0.7223
376,"Like most natural products, penicillin is present in Penicillium moulds as a mixture of active constituents (gentamicin is another example of a natural product that is an ill-defined mixture of active components).",Penicillin,Penicillium moulds,is present in,penicillin,0.7702
376,"Like most natural products, penicillin is present in Penicillium moulds as a mixture of active constituents (gentamicin is another example of a natural product that is an ill-defined mixture of active components).",Penicillin,gentamicin,is an example of,a natural product,0.7702
376,"Like most natural products, penicillin is present in Penicillium moulds as a mixture of active constituents (gentamicin is another example of a natural product that is an ill-defined mixture of active components).",Penicillin,gentamicin,is an ill-defined mixture of,active components,0.7702
378,"Other minor active components of Penicillium include penicillin O, penicillin U1, and penicillin U6.",Penicillin,Penicillium,include,penicillin O,0.8156
378,"Other minor active components of Penicillium include penicillin O, penicillin U1, and penicillin U6.",Penicillin,Penicillium,include,penicillin U1,0.8156
378,"Other minor active components of Penicillium include penicillin O, penicillin U1, and penicillin U6.",Penicillin,Penicillium,include,penicillin U6,0.8156
379,"Other named constituents of natural Penicillium, such as penicillin A, were subsequently found not to have antibiotic activity and are not chemically related to antibiotic penicillins.",Penicillin,penicillin A,are not chemically related to,antibiotic penicillins,0.6749
379,"Other named constituents of natural Penicillium, such as penicillin A, were subsequently found not to have antibiotic activity and are not chemically related to antibiotic penicillins.",Penicillin,penicillin A,were found not to have,antibiotic activity,0.6749
380,The precise constitution of the penicillin extracted depends on the species of Penicillium mould used and on the nutrient media used to culture the mould.,Penicillin,Penicillium mould,used to culture,mould,0.7485
380,The precise constitution of the penicillin extracted depends on the species of Penicillium mould used and on the nutrient media used to culture the mould.,Penicillin,Penicillium mould,used in,nutrient media,0.7485
380,The precise constitution of the penicillin extracted depends on the species of Penicillium mould used and on the nutrient media used to culture the mould.,Penicillin,penicillin extracted,depends on,species of Penicillium mould,0.7485
380,The precise constitution of the penicillin extracted depends on the species of Penicillium mould used and on the nutrient media used to culture the mould.,Penicillin,penicillin extracted,depends on,nutrient media,0.7485
381,"Fleming's original strain of Penicillium rubens produces principally penicillin F, named after Fleming.",Penicillin,Fleming's original strain of Penicillium rubens,produces,penicillin F,0.8365
381,"Fleming's original strain of Penicillium rubens produces principally penicillin F, named after Fleming.",Penicillin,penicillin F,is named after,Fleming,0.8365
383,The principal commercial strain of Penicillium chrysogenum produces penicillin G as the principal component when corn steep liquor is used as the culture medium.,Penicillin,Penicillium chrysogenum,produces,penicillin G,0.8168
383,The principal commercial strain of Penicillium chrysogenum produces penicillin G as the principal component when corn steep liquor is used as the culture medium.,Penicillin,Penicillium chrysogenum,produces,the principal component,0.8168
383,The principal commercial strain of Penicillium chrysogenum produces penicillin G as the principal component when corn steep liquor is used as the culture medium.,Penicillin,corn steep liquor,is used as,the culture medium,0.8168
384,"When phenoxyethanol or phenoxyacetic acid are added to the culture medium, the mould produces penicillin V as the main penicillin instead.",Penicillin,phenoxyethanol,is added to,culture medium,0.6544
384,"When phenoxyethanol or phenoxyacetic acid are added to the culture medium, the mould produces penicillin V as the main penicillin instead.",Penicillin,phenoxyacetic acid,is added to,culture medium,0.6544
384,"When phenoxyethanol or phenoxyacetic acid are added to the culture medium, the mould produces penicillin V as the main penicillin instead.",Penicillin,the mould,produces,penicillin V,0.6544
386,"There are many semi-synthetic penicillins derived from 6-APA and these are in three groups: antistaphylococcal penicillins, broad-spectrum penicillins, and antipseudomonal penicillins.",Penicillin,6-APA,is derived from,semi-synthetic penicillins,0.7445
386,"There are many semi-synthetic penicillins derived from 6-APA and these are in three groups: antistaphylococcal penicillins, broad-spectrum penicillins, and antipseudomonal penicillins.",Penicillin,semi-synthetic penicillins,are in,three groups,0.7445
386,"There are many semi-synthetic penicillins derived from 6-APA and these are in three groups: antistaphylococcal penicillins, broad-spectrum penicillins, and antipseudomonal penicillins.",Penicillin,semi-synthetic penicillins,are in,antistaphylococcal penicillins,0.7445
386,"There are many semi-synthetic penicillins derived from 6-APA and these are in three groups: antistaphylococcal penicillins, broad-spectrum penicillins, and antipseudomonal penicillins.",Penicillin,semi-synthetic penicillins,are in,broad-spectrum penicillins,0.7445
386,"There are many semi-synthetic penicillins derived from 6-APA and these are in three groups: antistaphylococcal penicillins, broad-spectrum penicillins, and antipseudomonal penicillins.",Penicillin,semi-synthetic penicillins,are in,antipseudomonal penicillins,0.7445
387,"The semi-synthetic penicillins are all referred to as penicillins because they are all derived ultimately from penicillin G.
Penicillin units
One unit of penicillin G sodium is defined as 0.600 micrograms.",Penicillin,penicillins,are referred to as,penicillins,0.6874
387,"The semi-synthetic penicillins are all referred to as penicillins because they are all derived ultimately from penicillin G.
Penicillin units
One unit of penicillin G sodium is defined as 0.600 micrograms.",Penicillin,penicillins,are derived from,penicillin G,0.6874
387,"The semi-synthetic penicillins are all referred to as penicillins because they are all derived ultimately from penicillin G.
Penicillin units
One unit of penicillin G sodium is defined as 0.600 micrograms.",Penicillin,penicillin G sodium,is defined as,0.600 micrograms,0.6874
388,"Therefore, 2 million units of penicillin G is 1.2 g.
One unit of penicillin V potassium is defined as 0.625 micrograms.",Penicillin,2 million units of penicillin G,is,1.2 g,0.6611
388,"Therefore, 2 million units of penicillin G is 1.2 g.
One unit of penicillin V potassium is defined as 0.625 micrograms.",Penicillin,One unit of penicillin V potassium,is defined as,0.625 micrograms,0.6611
393,"To address this problem, after manufacture, each batch of penicillin was standardised against a known unit of penicillin: each glass vial was then filled with the number of units required.",Penicillin,each batch of penicillin,was standardised against,a known unit of penicillin,0.8295
393,"To address this problem, after manufacture, each batch of penicillin was standardised against a known unit of penicillin: each glass vial was then filled with the number of units required.",Penicillin,each glass vial,was filled with,the number of units required,0.8295
395,"Later, a vial of 1,000,000 international units became standard, and this could contain 2.5 g to 3 g of natural penicillin (a mixture of penicillin I, II, III, and IV and natural impurities).",Penicillin,"a vial of 1,000,000 international units",became standard,later,0.6588
395,"Later, a vial of 1,000,000 international units became standard, and this could contain 2.5 g to 3 g of natural penicillin (a mixture of penicillin I, II, III, and IV and natural impurities).",Penicillin,"a vial of 1,000,000 international units",could contain,2.5 g to 3 g of natural penicillin,0.6588
395,"Later, a vial of 1,000,000 international units became standard, and this could contain 2.5 g to 3 g of natural penicillin (a mixture of penicillin I, II, III, and IV and natural impurities).",Penicillin,2.5 g to 3 g of natural penicillin,is a mixture of,"penicillin I, II, III, and IV and natural impurities",0.6588
403,The Silk Road derives its name from the highly lucrative trade of silk textiles that were primarily produced in China.,Silk Road,The Silk Road,derives its name from,the highly lucrative trade of silk textiles,0.7459
403,The Silk Road derives its name from the highly lucrative trade of silk textiles that were primarily produced in China.,Silk Road,The Silk Road,was primarily produced in,China,0.7459
404,"The network began with the expansion of the Han dynasty into Central Asia around 114 BCE, through the missions and explorations of the Chinese imperial envoy Zhang Qian, which brought the region under unified control.",Silk Road,Han dynasty,expanded into,Central Asia,0.6837
404,"The network began with the expansion of the Han dynasty into Central Asia around 114 BCE, through the missions and explorations of the Chinese imperial envoy Zhang Qian, which brought the region under unified control.",Silk Road,Zhang Qian,brought,the region under unified control,0.7337
404,"The network began with the expansion of the Han dynasty into Central Asia around 114 BCE, through the missions and explorations of the Chinese imperial envoy Zhang Qian, which brought the region under unified control.",Silk Road,Zhang Qian,was a,Chinese imperial envoy,0.7337
405,"The Chinese took great interest in the security of their trade products, and extended the Great Wall of China to ensure the protection of the trade route.",Silk Road,The Chinese,extended,the Great Wall of China,0.769
405,"The Chinese took great interest in the security of their trade products, and extended the Great Wall of China to ensure the protection of the trade route.",Silk Road,The Chinese,took interest in,the security of their trade products,0.769
405,"The Chinese took great interest in the security of their trade products, and extended the Great Wall of China to ensure the protection of the trade route.",Silk Road,The Chinese,extended,the protection of the trade route,0.769
406,The Parthian Empire provided a vital bridge connecting the network to the Mediterranean.,Silk Road,The Parthian Empire,provided a vital bridge connecting,the network,0.8326
406,The Parthian Empire provided a vital bridge connecting the network to the Mediterranean.,Silk Road,The Parthian Empire,is connected to,the Mediterranean,0.7576
407,"Meanwhile, the rise of the Roman Empire in the west further established the western terminus of the interconnected trade system.",Silk Road,Roman Empire,was established in,west,0.7259
407,"Meanwhile, the rise of the Roman Empire in the west further established the western terminus of the interconnected trade system.",Silk Road,Roman Empire,established the western terminus of,interconnected trade system,0.7259
419,"In the 21st century, the name ""New Silk Road"" is used to describe several large infrastructure projects along many of the historic trade routes; among the best known include the Eurasian Land Bridge and the Chinese Belt and Road Initiative .",Silk Road,21st century,is used to describe,New Silk Road,0.8287
419,"In the 21st century, the name ""New Silk Road"" is used to describe several large infrastructure projects along many of the historic trade routes; among the best known include the Eurasian Land Bridge and the Chinese Belt and Road Initiative .",Silk Road,New Silk Road,describes,several large infrastructure projects,0.7912
419,"In the 21st century, the name ""New Silk Road"" is used to describe several large infrastructure projects along many of the historic trade routes; among the best known include the Eurasian Land Bridge and the Chinese Belt and Road Initiative .",Silk Road,New Silk Road,is used to describe,Eurasian Land Bridge,0.8287
419,"In the 21st century, the name ""New Silk Road"" is used to describe several large infrastructure projects along many of the historic trade routes; among the best known include the Eurasian Land Bridge and the Chinese Belt and Road Initiative .",Silk Road,New Silk Road,is used to describe,Chinese Belt and Road Initiative,0.8287
420,"UNESCO designated the Chang'an-Tianshan corridor of the Silk Road as a World Heritage Site in 2014, and the Zarafshan-Karakum Corridor in 2023.",Silk Road,UNESCO,designated,Chang'an-Tianshan corridor of the Silk Road,0.7836
420,"UNESCO designated the Chang'an-Tianshan corridor of the Silk Road as a World Heritage Site in 2014, and the Zarafshan-Karakum Corridor in 2023.",Silk Road,UNESCO,designated,the Zarafshan-Karakum Corridor,0.7836
420,"UNESCO designated the Chang'an-Tianshan corridor of the Silk Road as a World Heritage Site in 2014, and the Zarafshan-Karakum Corridor in 2023.",Silk Road,Chang'an-Tianshan corridor of the Silk Road,was designated as,a World Heritage Site,0.7836
420,"UNESCO designated the Chang'an-Tianshan corridor of the Silk Road as a World Heritage Site in 2014, and the Zarafshan-Karakum Corridor in 2023.",Silk Road,the Zarafshan-Karakum Corridor,was designated as,a World Heritage Site,0.7836
420,"UNESCO designated the Chang'an-Tianshan corridor of the Silk Road as a World Heritage Site in 2014, and the Zarafshan-Karakum Corridor in 2023.",Silk Road,UNESCO,designated,a World Heritage Site,0.7836
420,"UNESCO designated the Chang'an-Tianshan corridor of the Silk Road as a World Heritage Site in 2014, and the Zarafshan-Karakum Corridor in 2023.",Silk Road,the Chang'an-Tianshan corridor of the Silk Road,was designated in,2014,0.7836
420,"UNESCO designated the Chang'an-Tianshan corridor of the Silk Road as a World Heritage Site in 2014, and the Zarafshan-Karakum Corridor in 2023.",Silk Road,the Zarafshan-Karakum Corridor,was designated in,2023,0.7836
421,"The Fergana-Syrdarya Corridor, the Indian and Iranian portions, and the remaining sites in China remain on the tentative lists.",Silk Road,Fergana-Syrdarya Corridor,are portions of,Indian and Iranian portions,0.7711
421,"The Fergana-Syrdarya Corridor, the Indian and Iranian portions, and the remaining sites in China remain on the tentative lists.",Silk Road,Fergana-Syrdarya Corridor,are portions of,the remaining sites in China,0.7711
426,"It derives from the German term Seidenstraße and was first popularized in 1877 by Ferdinand von Richthofen, who made seven expeditions to China from 1868 to 1872.",Silk Road,Seidenstraße,derives from,It,0.6585
426,"It derives from the German term Seidenstraße and was first popularized in 1877 by Ferdinand von Richthofen, who made seven expeditions to China from 1868 to 1872.",Silk Road,It,was popularized by,Ferdinand von Richthofen,0.6585
426,"It derives from the German term Seidenstraße and was first popularized in 1877 by Ferdinand von Richthofen, who made seven expeditions to China from 1868 to 1872.",Silk Road,Ferdinand von Richthofen,made expeditions to,China,0.6585
426,"It derives from the German term Seidenstraße and was first popularized in 1877 by Ferdinand von Richthofen, who made seven expeditions to China from 1868 to 1872.",Silk Road,Ferdinand von Richthofen,made seven expeditions to,China,0.6585
426,"It derives from the German term Seidenstraße and was first popularized in 1877 by Ferdinand von Richthofen, who made seven expeditions to China from 1868 to 1872.",Silk Road,Ferdinand von Richthofen,made expeditions from,1868 to 1872,0.6585
426,"It derives from the German term Seidenstraße and was first popularized in 1877 by Ferdinand von Richthofen, who made seven expeditions to China from 1868 to 1872.",Silk Road,Ferdinand von Richthofen,made expeditions from,1868,0.6585
426,"It derives from the German term Seidenstraße and was first popularized in 1877 by Ferdinand von Richthofen, who made seven expeditions to China from 1868 to 1872.",Silk Road,Ferdinand von Richthofen,made expeditions to,1872,0.6585
430,The first book entitled The Silk Road was by Swedish geographer,Silk Road,The first book,entitled,The Silk Road,0.8026
430,The first book entitled The Silk Road was by Swedish geographer,Silk Road,The first book,was by,Swedish geographer,0.8026
438,"Albert Einstein's theory of general relativity, which describes gravitation as the curvature of spacetime, predicts that any sufficiently compact mass will form a black hole.",Black hole,Albert Einstein,has theory,general relativity,0.7494
438,"Albert Einstein's theory of general relativity, which describes gravitation as the curvature of spacetime, predicts that any sufficiently compact mass will form a black hole.",Black hole,general relativity,describes,gravitation,0.7994
438,"Albert Einstein's theory of general relativity, which describes gravitation as the curvature of spacetime, predicts that any sufficiently compact mass will form a black hole.",Black hole,general relativity,predicts,black hole,0.7994
438,"Albert Einstein's theory of general relativity, which describes gravitation as the curvature of spacetime, predicts that any sufficiently compact mass will form a black hole.",Black hole,black hole,is formed by,sufficiently compact mass,0.7137
443,"In 1916, the first solution of general relativity that would characterise a black hole was found.",Black hole,general relativity,was found,black hole,0.8156
446,"The first widely accepted black hole was Cygnus X-1, identified by several researchers independently in 1971.",Black hole,Cygnus X-1,was identified by,several researchers,0.8166
446,"The first widely accepted black hole was Cygnus X-1, identified by several researchers independently in 1971.",Black hole,Cygnus X-1,was identified in,1971,0.8166
446,"The first widely accepted black hole was Cygnus X-1, identified by several researchers independently in 1971.",Black hole,Cygnus X-1,is the first widely accepted,black hole,0.8166
451,"Quantum field theory in curved spacetime predicts that event horizons emit Hawking radiation, with its rate of emission being inversely proportional to its mass.",Black hole,Hawking radiation,is inversely proportional to,mass,0.7925
451,"Quantum field theory in curved spacetime predicts that event horizons emit Hawking radiation, with its rate of emission being inversely proportional to its mass.",Black hole,event horizons,emit,Hawking radiation,0.7925
457,Merging black holes can be detected by the gravitational waves they emit.,Black hole,black holes,emit,gravitational waves,0.6946
458,"If stars are orbiting a black hole, their motions can be used to determine the black hole's mass and location.",Black hole,stars,are orbiting,a black hole,0.7512
458,"If stars are orbiting a black hole, their motions can be used to determine the black hole's mass and location.",Black hole,stars,can be used to determine,the black hole's mass,0.7512
458,"If stars are orbiting a black hole, their motions can be used to determine the black hole's mass and location.",Black hole,stars,can be used to determine,the black hole's location,0.7512
459,"In this way, astronomers have identified numerous stellar black hole candidates in binary systems and established that the radio source known as Sagittarius A*, at the core of the Milky Way galaxy, contains a supermassive black hole of about 4.3 million solar masses.",Black hole,Sagittarius A*,contains,a supermassive black hole of about 4.3 million solar masses,0.8023
459,"In this way, astronomers have identified numerous stellar black hole candidates in binary systems and established that the radio source known as Sagittarius A*, at the core of the Milky Way galaxy, contains a supermassive black hole of about 4.3 million solar masses.",Black hole,Sagittarius A*,is located at the core of,the Milky Way galaxy,0.7523
462,"Michell's idea, in a short part of a letter published in 1784, calculated that a star with the same density but 500 times the radius of the sun would not let any emitted light escape; the surface escape velocity would exceed the speed of light.",Black hole,Michell's idea,was published in,a letter published in 1784,0.681
462,"Michell's idea, in a short part of a letter published in 1784, calculated that a star with the same density but 500 times the radius of the sun would not let any emitted light escape; the surface escape velocity would exceed the speed of light.",Black hole,Michell's idea,calculated that,a star with the same density but 500 times the radius of the sun would not let any emitted light escape,0.681
465,"Franz Xaver von Zach asked Laplace for a mathematical analysis, which Laplace provided and published in von Zach's journal Allgemeine Geographische Ephemeriden.",Black hole,Franz Xaver von Zach,asked,Laplace,0.7907
465,"Franz Xaver von Zach asked Laplace for a mathematical analysis, which Laplace provided and published in von Zach's journal Allgemeine Geographische Ephemeriden.",Black hole,Laplace,provided,a mathematical analysis,0.7907
465,"Franz Xaver von Zach asked Laplace for a mathematical analysis, which Laplace provided and published in von Zach's journal Allgemeine Geographische Ephemeriden.",Black hole,Laplace,published,a mathematical analysis in Allgemeine Geographische Ephemeriden,0.7907
465,"Franz Xaver von Zach asked Laplace for a mathematical analysis, which Laplace provided and published in von Zach's journal Allgemeine Geographische Ephemeriden.",Black hole,Laplace,provided,a mathematical analysis,0.7907
465,"Franz Xaver von Zach asked Laplace for a mathematical analysis, which Laplace provided and published in von Zach's journal Allgemeine Geographische Ephemeriden.",Black hole,a mathematical analysis,was provided by,Laplace,0.7307
465,"Franz Xaver von Zach asked Laplace for a mathematical analysis, which Laplace provided and published in von Zach's journal Allgemeine Geographische Ephemeriden.",Black hole,a mathematical analysis,was published in,Allgemeine Geographische Ephemeriden,0.7907
465,"Franz Xaver von Zach asked Laplace for a mathematical analysis, which Laplace provided and published in von Zach's journal Allgemeine Geographische Ephemeriden.",Black hole,Laplace,provided and published,a mathematical analysis in Allgemeine Geographische Ephemeriden,0.7907
465,"Franz Xaver von Zach asked Laplace for a mathematical analysis, which Laplace provided and published in von Zach's journal Allgemeine Geographische Ephemeriden.",Black hole,a mathematical analysis in Allgemeine Geographische Ephemeriden,was provided and published by,Laplace,0.7574
466,"General relativity
In 1905, Albert Einstein showed that the laws of electromagnetism are identical for observers travelling at different velocities relative to each other.",Black hole,Albert Einstein,showed,laws of electromagnetism,0.7877
469,"In 1907, Einstein published a paper proposing his equivalence principle, the hypothesis that inertial mass and gravitational mass have a common cause.",Black hole,Einstein,published,a paper,0.9011
469,"In 1907, Einstein published a paper proposing his equivalence principle, the hypothesis that inertial mass and gravitational mass have a common cause.",Black hole,Einstein,proposed,his equivalence principle,0.8411
469,"In 1907, Einstein published a paper proposing his equivalence principle, the hypothesis that inertial mass and gravitational mass have a common cause.",Black hole,his equivalence principle,is,the hypothesis that inertial mass and gravitational mass have a common cause,0.9011
471,"By 1915, Einstein refined these ideas into his general theory of relativity, which explained how matter affects spacetime, which in turn affects the motion of other matter.",Black hole,Einstein,refined,his general theory of relativity,0.7978
471,"By 1915, Einstein refined these ideas into his general theory of relativity, which explained how matter affects spacetime, which in turn affects the motion of other matter.",Black hole,his general theory of relativity,explained,how matter affects spacetime,0.7978
471,"By 1915, Einstein refined these ideas into his general theory of relativity, which explained how matter affects spacetime, which in turn affects the motion of other matter.",Black hole,how matter affects spacetime,affects,the motion of other matter,0.7978
473,"Singular solutions in general relativity
Only a few months after Einstein published the field equations describing general relativity, astrophysicist Karl Schwarzschild set out to apply the idea to stars.",Black hole,Karl Schwarzschild,set out to apply the idea to,stars,0.6571
473,"Singular solutions in general relativity
Only a few months after Einstein published the field equations describing general relativity, astrophysicist Karl Schwarzschild set out to apply the idea to stars.",Black hole,Einstein,published,the field equations describing general relativity,0.6571
474,He assumed spherical symmetry with no spin and found a solution to Einstein's equations.,Black hole,He,assumed,spherical symmetry with no spin,0.6981
474,He assumed spherical symmetry with no spin and found a solution to Einstein's equations.,Black hole,He,found,a solution to Einstein's equations,0.6981
475,"A few months after Schwarzschild, Johannes Droste, a student of Hendrik Lorentz, independently gave the same solution.",Black hole,Johannes Droste,was a student of,Hendrik Lorentz,0.7361
485,"Scientists primarily detect and study them based on how they affect their surroundings:
The nearest known black hole, called Gaia BH1, is about 1,500 light-years away.",https://science.nasa.gov/universe/black-holes/,Gaia BH1,is,"1,500 light-years away",0.6886
485,"Scientists primarily detect and study them based on how they affect their surroundings:
The nearest known black hole, called Gaia BH1, is about 1,500 light-years away.",https://science.nasa.gov/universe/black-holes/,Gaia BH1,is a,black hole,0.6886
487,"The most massive black hole observed, TON 618, tips the scales at 66 billion times the Sun’s mass.",https://science.nasa.gov/universe/black-holes/,TON 618,tips the scales at,66 billion times the Sun's mass,0.6696
487,"The most massive black hole observed, TON 618, tips the scales at 66 billion times the Sun’s mass.",https://science.nasa.gov/universe/black-holes/,TON 618,is,the most massive black hole observed,0.6696
492,"The fastest-known – named GRS 1915+105 – clocks in at over 1,000 rotations per second.",https://science.nasa.gov/universe/black-holes/,GRS 1915+105,clocks in at,"over 1,000 rotations per second",0.7559
495,One type of black hole is born when massive stars run out of fuel and explode in supernovae.,https://science.nasa.gov/universe/black-holes/,black hole,is a type of,One type of black hole,0.7197
495,One type of black hole is born when massive stars run out of fuel and explode in supernovae.,https://science.nasa.gov/universe/black-holes/,massive stars,run out of fuel and explode in,supernovae,0.7197
497,"Our is called Sagittarius A* , and it’s 4 million times the Sun’s mass.",https://science.nasa.gov/universe/black-holes/,Our,is called,Sagittarius A*,0.7159
497,"Our is called Sagittarius A* , and it’s 4 million times the Sun’s mass.",https://science.nasa.gov/universe/black-holes/,Our,is,4 million times the Sun's mass,0.7159
