sentence_id,sentence,source,triples,triple_count
240,They can learn from new information and experience.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
241,They can make detailed recommendations to users and experts.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
242,"They can act independently, replacing the need for human intelligence or intervention (a classic example being a self-driving car).",https://www.ibm.com/think/topics/artificial-intelligence,[],0
243,"But in 2024, most AI researchers, practitioners and most AI-related headlines are focused on breakthroughs in generative AI , a technology that can create original text, images, video and other content.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
244,"To fully understand generative AI, it’s important to first understand the technologies on which generative AI tools are built: machine learning and deep learning .",https://www.ibm.com/think/topics/artificial-intelligence,[],0
245,"Stay up to date on the most important—and intriguing—industry trends on AI, automation, data and beyond with the Think Newsletter, delivered twice weekly.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
246,See the IBM Privacy Statement .,https://www.ibm.com/think/topics/artificial-intelligence,[],0
247,"A simple way to think about AI is as a series of nested or derivative concepts that have emerged over more than 70 years:
Directly underneath AI, we have machine learning, which involves creating models by training an algorithm to make predictions or decisions based on data.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
248,It encompasses a broad range of techniques that enable computers to learn from and make inferences based on data without being explicitly programmed for specific tasks.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
249,"There are many types of machine learning techniques or algorithms, including linear regression , logistic regression , decision trees , random forest , support vector machines , k-nearest neighbor , clustering and more.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
250,Each of these approaches is suited to different kinds of problems and data.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
251,But one of the most popular types of machine learning algorithm is called a neural network .,https://www.ibm.com/think/topics/artificial-intelligence,"[[""machine learning algorithm"", ""is called"", ""neural network""]]",1
252,Neural networks are modeled after the human brain's structure and function.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
253,A neural network consists of interconnected layers of nodes that work together to process and analyze complex data.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
254,Neural networks are well suited to tasks that involve identifying complex patterns and relationships in large amounts of data.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
255,"The simplest form of machine learning is called supervised learning , which involves the use of labeled data sets to train algorithms to classify data or predict outcomes accurately.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
256,"In supervised learning, humans pair each training example with an output label.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
257,"The goal is for the model to learn the mapping between inputs and outputs in the training data, so it can predict the labels of new, unseen data.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
258,"Deep learning is a subset of machine learning that uses multilayered neural networks, called deep neural networks, that more closely simulate the complex decision-making power of the human brain.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
259,"Deep neural networks include an input layer, at least three but usually hundreds of hidden layers, and an output layer, unlike neural networks used in classic machine learning models, which usually have only one or two hidden layers.",https://www.ibm.com/think/topics/artificial-intelligence,"[[""Deep neural networks"", ""include"", ""an input layer""], [""Deep neural networks"", ""include"", ""at least three but usually hundreds of hidden layers""], [""Deep neural networks"", ""include"", ""an output layer""], [""neural networks used in classic machine learning models"", ""usually have"", ""only one or two hidden layers""]]",4
260,"These multiple layers enable unsupervised learning : they can automate the extraction of features from large, unlabeled and unstructured data sets, and make their own predictions about what the data represents.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
261,"Because deep learning doesn’t require human intervention, it enables machine learning at a tremendous scale.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
262,"It is well suited to natural language processing , computer vision , and other tasks that involve the fast, accurate identification complex patterns and relationships in large amounts of data.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
263,Some form of deep learning powers most of the artificial intelligence applications in our lives today.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
264,"Deep learning also enables:
Generative AI, sometimes called ""gen AI"" , refers to deep learning models that can create complex original content such as long-form text, high-quality images, realistic video or audio and more in response to a user’s prompt or request.",https://www.ibm.com/think/topics/artificial-intelligence,"[[""Generative AI"", ""is referred to as"", ""deep learning models""], [""Generative AI"", ""can create"", ""complex original content""], [""Generative AI"", ""can create"", ""long-form text""], [""Generative AI"", ""can create"", ""high-quality images""], [""Generative AI"", ""can create"", ""realistic video""], [""Generative AI"", ""can create"", ""audio""]]",6
265,"At a high level, generative models encode a simplified representation of their training data, and then draw from that representation to create new work that’s similar, but not identical, to the original data.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
266,Generative models have been used for years in statistics to analyze numerical data.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
267,"But over the last decade, they evolved to analyze and generate more complex data types.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
268,This evolution coincided with the emergence of three sophisticated deep learning model types:,https://www.ibm.com/think/topics/artificial-intelligence,[],0
269,Gain the knowledge to prioritize AI investments that drive business growth.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
270,Get started with our free AI Academy today and lead the future of AI in your organization.,https://www.ibm.com/think/topics/artificial-intelligence,[],0
271,"In general, generative AI operates in three phases:
Generative AI begins with a ""foundation model""; a deep learning model that serves as the basis for multiple different types of generative AI applications.",https://www.ibm.com/think/topics/artificial-intelligence,"[[""Generative AI"", ""begins with"", ""a foundation model""], [""a foundation model"", ""serves as the basis for"", ""multiple different types of generative AI applications""]]",2
272,"The most common foundation models today are large language models , created for text generation applications.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
273,"But there are also foundation models for image, video, sound or music generation, and multimodal foundation models that support several kinds of content.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
274,"To create a foundation model, practitioners train a deep learning algorithm on huge volumes of relevant raw, unstructured, unlabeled data, such as terabytes or petabytes of data text or images or video from the internet.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
275,"The training yields a neural network of billions of parameters encoded representations of the entities, patterns and relationships in the data that can generate content autonomously in response to prompts.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
276,"This training process is compute-intensive, time-consuming and expensive.",https://www.ibm.com/think/topics/artificial-intelligence,[],0
277,Present-day climate change includes both global warming—the ongoing increase in global average temperature—and its wider effects on Earth's climate system.,Climate change,[],0
278,Climate change in a broader sense also includes previous long-term changes to Earth's climate.,Climate change,[],0
279,"The modern-day rise in global temperatures is driven by human activities, especially fossil fuel burning since the Industrial Revolution.",Climate change,[],0
280,"Fossil fuel use, deforestation, and some agricultural and industrial practices release greenhouse gases.",Climate change,[],0
281,"These gases absorb some of the heat that the Earth radiates after it warms from sunlight, warming the lower atmosphere.",Climate change,[],0
282,"Earth's atmosphere now has roughly 50% more carbon dioxide, the main gas driving global warming, than it did at the end of the pre-industrial era, reaching levels not seen for millions of years.",Climate change,"[[""Earth's atmosphere"", ""has roughly 50% more"", ""carbon dioxide""], [""carbon dioxide"", ""drives"", ""global warming""], [""Earth's atmosphere"", ""has levels of"", ""carbon dioxide""], [""carbon dioxide"", ""reaches levels not seen for"", ""millions of years""]]",4
283,Climate change has an increasingly large impact on the environment.,Climate change,[],0
284,Heat waves and wildfires are becoming more common.,Climate change,[],0
285,"Amplified warming in the Arctic has contributed to thawing permafrost, retreat of glaciers and sea ice decline.",Climate change,[],0
286,"Higher temperatures are also causing more intense storms, droughts, and other weather extremes.",Climate change,[],0
287,"Rapid environmental change in mountains, coral reefs, and the Arctic is forcing many species to relocate or become extinct.",Climate change,[],0
288,"Even if efforts to minimize future warming are successful, some effects will continue for centuries.",Climate change,[],0
289,"These include ocean heating, ocean acidification and sea level rise.",Climate change,[],0
290,"Climate change threatens people with increased flooding, extreme heat, increased food and water scarcity, more disease, and economic loss.",Climate change,[],0
291,Human migration and conflict can also be a result.,Climate change,[],0
292,The World Health Organization calls climate change one of the biggest threats to global health in the 21st century.,Climate change,"[[""The World Health Organization"", ""calls"", ""climate change""], [""The World Health Organization"", ""calls"", ""one of the biggest threats to global health""]]",2
293,Societies and ecosystems will experience more severe risks without action to limit warming.,Climate change,[],0
294,"Adapting to climate change through efforts like flood control measures or drought-resistant crops partially reduces climate change risks, although some limits to adaptation have already been reached.",Climate change,[],0
295,"Poorer communities are responsible for a small share of global emissions, yet have the least ability to adapt and are most vulnerable to climate change.",Climate change,[],0
296,"Many climate change impacts have been observed in the first decades of the 21st century, with 2024 the warmest on record at +1.60 °C since regular tracking began in 1850.",Climate change,[],0
297,"Additional warming will increase these impacts and can trigger tipping points, such as melting all of the Greenland ice sheet.",Climate change,[],0
298,"Under the 2015 Paris Agreement, nations collectively agreed to keep warming ""well under 2 °C"".",Climate change,[],0
299,"However, with pledges made under the Agreement, global warming would still reach about 2.8 °C by the end of the century.",Climate change,[],0
300,"There is widespread support for climate action worldwide, and most countries aim to stop emitting carbon dioxide.",Climate change,[],0
301,"Fossil fuels can be phased out by stopping subsidising them, conserving energy and switching to energy sources that do not produce significant carbon pollution.",Climate change,[],0
302,"These energy sources include wind, solar, hydro, and nuclear power.",Climate change,[],0
303,"Cleanly generated electricity can replace fossil fuels for powering transportation, heating buildings, and running industrial processes.",Climate change,[],0
304,"Carbon can also be removed from the atmosphere, for instance by increasing forest cover and farming with methods that store carbon in soil.",Climate change,[],0
305,"Terminology
Before the 1980s, it was unclear whether the warming effect of increased greenhouse gases was stronger than the cooling effect of airborne particulates in air pollution.",Climate change,[],0
306,Scientists used the term inadvertent climate modification to refer to human impacts on the climate at this time.,Climate change,"[[""Scientists"", ""used the term"", ""inadvertent climate modification""], [""Scientists"", ""refer to"", ""human impacts on the climate at this time""]]",2
307,"In the 1980s, the terms global warming and climate change became more common, often being used interchangeably.",Climate change,[],0
308,"Scientifically, global warming refers only to increased global average surface temperature, while climate change describes both global warming and its effects on Earth's climate system, such as precipitation changes.",Climate change,[],0
309,Climate change can also be used more broadly to include changes to the climate that have happened throughout Earth's history as result of natural processes.,Climate change,[],0
310,The term anthropogenic climate change is sometimes used to describe climate change resulting from human activities.,Climate change,"[[""anthropogenic climate change"", ""is used to describe"", ""climate change resulting from human activities""]]",1
311,Global warming—used as early as 1975—became the more popular term after NASA climate scientist James Hansen used it in his 1988 testimony in the U.S. Senate.,Climate change,"[[""Global warming"", ""was used as early as"", ""1975""], [""Global warming"", ""became the more popular term after"", ""James Hansen""], [""James Hansen"", ""used the term"", ""Global warming""], [""James Hansen"", ""used the term in his testimony"", ""U.S. Senate""], [""James Hansen"", ""testified in the"", ""U.S. Senate""], [""James Hansen"", ""used the term in his 1988 testimony in the"", ""U.S. Senate""]]",6
312,"Since the 2000s, usage of climate change has increased.",Climate change,[],0
313,"Various scientists, politicians and media may use the terms climate crisis or climate emergency to talk about climate change, and may use the term global heating instead of global warming.",Climate change,"[[""scientists"", ""may use the terms"", ""climate crisis or climate emergency""], [""scientists"", ""may use the term"", ""global heating""], [""politicians"", ""may use the terms"", ""climate crisis or climate emergency""], [""politicians"", ""may use the term"", ""global heating""], [""media"", ""may use the terms"", ""climate crisis or climate emergency""], [""media"", ""may use the term"", ""global heating""], [""scientists"", ""may use the term"", ""global warming""], [""politicians"", ""may use the term"", ""global warming""], [""media"", ""may use the term"", ""global warming""]]",9
314,"Global temperature rise
Temperatures prior to present-day global warming
Over the last few million years the climate cycled through ice ages.",Climate change,[],0
315,"One of the hotter periods was the Last Interglacial, around 125,000 years ago, where temperatures were between 0.5 °C and 1.5 °C warmer than before the start of global warming.",Climate change,[],0
316,This period saw sea levels 5 to 10 metres higher than today.,Climate change,[],0
317,Climate change refers to long-term shifts in temperatures and weather patterns.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
318,"Such shifts can be natural, due to changes in the sun’s activity or large volcanic eruptions.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
319,"But since the 1800s, human activities have been the main driver of climate change , primarily due to the burning of fossil fuels like coal, oil and gas.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
320,"Burning fossil fuels generates greenhouse gas emissions that act like a blanket wrapped around the Earth, trapping the sun’s heat and raising temperatures.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
321,The main greenhouse gases that are causing climate change include carbon dioxide and methane.,https://www.un.org/en/climatechange/what-is-climate-change,"[[""carbon dioxide"", ""are causing"", ""climate change""], [""carbon dioxide"", ""include"", ""carbon dioxide""], [""carbon dioxide"", ""include"", ""methane""], [""methane"", ""include"", ""carbon dioxide""], [""methane"", ""include"", ""methane""], [""methane"", ""are causing"", ""climate change""]]",6
322,"These come from using gasoline for driving a car or coal for heating a building, for example.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
323,Clearing land and cutting down forests can also release carbon dioxide.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
324,"Agriculture, oil and gas operations are major sources of methane emissions.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
325,"Energy, industry, transport, buildings, agriculture and land use are among the main sectors causing greenhouse gases.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
326,Climate scientists have showed that humans are responsible for virtually all global heating over the last 200 years.,https://www.un.org/en/climatechange/what-is-climate-change,"[[""Climate scientists"", ""have showed"", ""that""], [""Climate scientists"", ""have showed"", ""humans""], [""humans"", ""are responsible for"", ""global heating""], [""humans"", ""are responsible for"", ""virtually all global heating over the last 200 years""]]",4
327,Human activities like the ones mentioned above are causing greenhouse gases that are warming the world faster than at any time in at least the last two thousand years.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
328,"The average temperature of the Earth’s surface is now about 1.42°C warmer than it was in the late 1800s-prior to the industrial revolution-and warmer than at any time in the last 100,000 years.",https://www.un.org/en/climatechange/what-is-climate-change,"[[""Earth's surface"", ""is warmer than"", ""it was in the late 1800s""], [""Earth's surface"", ""is warmer than"", ""at any time in the last 100,000 years""]]",2
329,"The last decade was the warmest on record , and each of the last four decades has been warmer than any previous decade since 1850.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
330,Many people think that climate change mainly means warmer temperatures.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
331,But temperature rise is only the beginning of the story.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
332,"Because the Earth is a system where everything is connected, changes in one area can influence changes in all others.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
333,"The consequences of climate change include, among others, intense droughts, water scarcity, severe fires, rising sea levels, flooding, melting polar ice, catastrophic storms and declining biodiversity.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
334,"Climate change can affect our health , ability to grow food, housing, safety and work.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
335,"Some of us are already more vulnerable to climate impacts, such as people living in small island nations and other developing countries.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
336,"Conditions like sea-level rise and saltwater intrusion have advanced to the point where entire communities have had to relocate, while protracted droughts are putting people at risk of famine.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
337,"In the future, the number of people displaced by weather-related events is expected to rise.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
338,"In a series of UN reports , thousands of scientists and government reviewers agreed that limiting global temperature rise to no more than 1.5°C would help us avoid the worst climate impacts and maintain a liveable climate.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
339,Yet policies currently in place point to up to 2.8°C of warming by the end of the century.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
340,"The emissions that cause climate change come from every part of the world and affect everyone, but some countries produce much more than others .",https://www.un.org/en/climatechange/what-is-climate-change,[],0
341,"The six biggest emitters (China, the United States of America, India, the European Union, the Russian Federation, and Indonesia) together account for more than half of all global greenhouse gas emissions.",https://www.un.org/en/climatechange/what-is-climate-change,"[[""China"", ""account for"", ""more than half of all global greenhouse gas emissions""], [""the United States of America"", ""account for"", ""more than half of all global greenhouse gas emissions""], [""India"", ""account for"", ""more than half of all global greenhouse gas emissions""], [""the European Union"", ""account for"", ""more than half of all global greenhouse gas emissions""], [""the Russian Federation"", ""account for"", ""more than half of all global greenhouse gas emissions""], [""Indonesia"", ""account for"", ""more than half of all global greenhouse gas emissions""]]",6
342,"By contrast, the 45 least developed countries contribute only 3 per cent of global greenhouse gas emissions.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
343,"Everyone must take climate action, but people and countries creating more of the problem have a greater responsibility to act first.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
344,Many climate change solutions can deliver economic benefits while improving our lives and protecting the environment.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
345,"We also have global frameworks and agreements to guide progress, such as the Sustainable Development Goals , the UN Framework Convention on Climate Change and the Paris Agreement .",https://www.un.org/en/climatechange/what-is-climate-change,"[[""Sustainable Development Goals"", ""are a part of"", ""global frameworks and agreements""], [""Sustainable Development Goals"", ""are a part of"", ""guidance for progress""], [""UN Framework Convention on Climate Change"", ""is a part of"", ""global frameworks and agreements""], [""UN Framework Convention on Climate Change"", ""is a part of"", ""guidance for progress""], [""Paris Agreement"", ""is a part of"", ""global frameworks and agreements""], [""Paris Agreement"", ""is a part of"", ""guidance for progress""]]",6
346,"Three broad categories of action are: cutting emissions, adapting to climate impacts and financing required adjustments.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
347,Switching energy systems from fossil fuels to renewables like solar or wind will reduce the emissions driving climate change.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
348,But we have to act now.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
349,"While a growing number of countries is committing to net zero emissions by 2050, emissions must be cut in half by 2030 to keep warming below 1.5°C.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
350,"Achieving this means huge declines in the use of coal, oil and gas: production and consumption of all fossil fuels need to be cut by at least 30 per cent by 2030 in order to prevent catastrophic levels of climate change.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
351,"Adapting to climate consequences protects people, homes, businesses, livelihoods, infrastructure and natural ecosystems.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
352,It covers current impacts and those likely in the future.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
353,Adaptation will be required everywhere but must be prioritized now for the most vulnerable people with the fewest resources to cope with climate hazards.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
354,The rate of return can be high.,https://www.un.org/en/climatechange/what-is-climate-change,[],0
355,"Early warning systems for disasters, for instance, save lives and property, and can deliver benefits up to 10 times the initial cost.",https://www.un.org/en/climatechange/what-is-climate-change,[],0
356,Climate action requires significant financial investments by governments and businesses.,https://www.un.org/en/climatechange/what-is-climate-change,"[[""governments"", ""require"", ""significant financial investments""], [""businesses"", ""require"", ""significant financial investments""]]",2
357,"Penicillins are a group of β-lactam antibiotics originally obtained from Penicillium moulds, principally P. chrysogenum and P. rubens.",Penicillin,"[[""Penicillins"", ""are a group of"", ""β-lactam antibiotics""], [""Penicillins"", ""are originally obtained from"", ""Penicillium moulds""], [""Penicillins"", ""are originally obtained from"", ""P. chrysogenum""], [""Penicillins"", ""are originally obtained from"", ""P. rubens""]]",4
358,Most penicillins in clinical use are synthesised by P. chrysogenum using deep tank fermentation and then purified.,Penicillin,"[[""P. chrysogenum"", ""uses"", ""deep tank fermentation""], [""P. chrysogenum"", ""purifies"", ""penicillins""], [""penicillins"", ""are synthesised by"", ""P. chrysogenum""]]",3
359,"A number of natural penicillins have been discovered, but only two purified compounds are in clinical use: penicillin G and penicillin V .",Penicillin,"[[""penicillin G"", ""are in clinical use"", ""penicillin V""], [""penicillin V"", ""are in clinical use"", ""penicillin G""]]",2
360,Penicillins were among the first medications to be effective against many bacterial infections caused by staphylococci and streptococci.,Penicillin,"[[""Penicillins"", ""were effective against"", ""many bacterial infections caused by staphylococci and streptococci""], [""Penicillins"", ""were among the first medications"", ""to be effective against many bacterial infections caused by staphylococci and streptococci""]]",2
361,"They are still widely used today for various bacterial infections, though many types of bacteria have developed resistance following extensive use.",Penicillin,[],0
362,"In the United States, 10% of the population claims penicillin allergies, but because the frequency of positive skin test results decreases by 10% with each year of avoidance, 90% of these patients can eventually tolerate penicillin.",Penicillin,"[[""penicillin allergies"", ""are claimed by"", ""10% of the population in the United States""], [""the frequency of positive skin test results"", ""decreases by"", ""10% with each year of avoidance""], [""these patients"", ""can eventually tolerate"", ""penicillin""]]",3
363,"Additionally, those with penicillin allergies can usually tolerate cephalosporins because the immunoglobulin E cross-reactivity is only 3%.",Penicillin,"[[""penicillin allergies"", ""can be tolerated by"", ""cephalosporins""], [""cephalosporins"", ""are similar to"", ""penicillin""], [""immunoglobulin E cross-reactivity"", ""is"", ""3%""]]",3
364,Penicillin was discovered in 1928 by the Scottish physician Alexander Fleming as a crude extract of P. rubens.,Penicillin,"[[""Penicillin"", ""was discovered in"", ""1928""], [""Penicillin"", ""was discovered by"", ""Alexander Fleming""], [""Penicillin"", ""was discovered as"", ""a crude extract of P. rubens""], [""Alexander Fleming"", ""is a"", ""Scottish physician""]]",4
365,Fleming's student Cecil George Paine was the first to successfully use penicillin to treat eye infection in 1930.,Penicillin,"[[""Cecil George Paine"", ""was the first to successfully use"", ""penicillin""], [""Cecil George Paine"", ""treat"", ""eye infection""], [""Cecil George Paine"", ""was"", ""Fleming's student""], [""Cecil George Paine"", ""use"", ""penicillin""], [""Cecil George Paine"", ""treat"", ""eye infection in 1930""]]",5
366,The purified compound was isolated in 1940 by a research team led by Howard Florey and Ernst Boris Chain at the University of Oxford.,Penicillin,"[[""The purified compound"", ""was isolated in"", ""1940""], [""The purified compound"", ""was isolated by"", ""a research team led by Howard Florey and Ernst Boris Chain""], [""a research team led by Howard Florey and Ernst Boris Chain"", ""led by"", ""Howard Florey and Ernst Boris Chain""], [""a research team led by Howard Florey and Ernst Boris Chain"", ""is located at"", ""the University of Oxford""]]",4
367,Fleming first used the purified penicillin to treat streptococcal meningitis in 1942.,Penicillin,"[[""Fleming"", ""first used"", ""the purified penicillin""], [""Fleming"", ""used"", ""the purified penicillin to treat streptococcal meningitis""], [""the purified penicillin"", ""was used to treat"", ""streptococcal meningitis""], [""Fleming"", ""treated"", ""streptococcal meningitis""], [""Fleming"", ""used"", ""penicillin to treat streptococcal meningitis in 1942""], [""the purified penicillin"", ""was used in"", ""1942""]]",6
368,"The 1945 Nobel Prize in Physiology or Medicine was shared by Chain, Fleming and Florey.",Penicillin,"[[""Chain"", ""shared the Nobel Prize in Physiology or Medicine"", ""1945""], [""Fleming"", ""shared the Nobel Prize in Physiology or Medicine"", ""1945""], [""Florey"", ""shared the Nobel Prize in Physiology or Medicine"", ""1945""]]",3
369,"Several semisynthetic penicillins are effective against a broader spectrum of bacteria: these include the antistaphylococcal penicillins, aminopenicillins, and antipseudomonal penicillins.",Penicillin,"[[""semisynthetic penicillins"", ""are effective against"", ""a broader spectrum of bacteria""], [""these"", ""include"", ""the antistaphylococcal penicillins""], [""these"", ""include"", ""the aminopenicillins""], [""these"", ""include"", ""the antipseudomonal penicillins""]]",4
370,"Nomenclature
The term ""penicillin"" is defined as the natural product of Penicillium mould with antimicrobial activity.",Penicillin,[],0
371,It was coined by Alexander Fleming on 7 March 1929 when he discovered the antibacterial property of Penicillium rubens.,Penicillin,"[[""Penicillium rubens"", ""has antibacterial property"", ""antibacterial property""], [""Alexander Fleming"", ""discovered"", ""Penicillium rubens""], [""Alexander Fleming"", ""coined"", ""Penicillium rubens""]]",3
372,"Fleming explained in his 1929 paper in the British Journal of Experimental Pathology that ""to avoid the repetition of the rather cumbersome phrase 'Mould broth filtrate', the name 'penicillin' will be used"".",Penicillin,"[[""Fleming"", ""explained in"", ""his 1929 paper in the British Journal of Experimental Pathology""], [""Fleming"", ""will use"", ""the name 'penicillin'""], [""the name 'penicillin'"", ""will be used"", ""to avoid the repetition of the rather cumbersome phrase 'Mould broth filtrate'""]]",3
373,"The name thus refers to the scientific name of the mould, as described by Fleming in his Nobel lecture in 1945:
I have been frequently asked why I invented the name ""Penicillin"".",Penicillin,"[[""Fleming"", ""described"", ""Nobel lecture""], [""Fleming"", ""invented"", ""Penicillin""], [""Penicillin"", ""is the"", ""scientific name of the mould""]]",3
374,"I simply followed perfectly orthodox lines and coined a word which explained that the substance penicillin was derived from a plant of the genus Penicillium just as many years ago the word ""Digitalin"" was invented for a substance derived from the plant Digitalis.",Penicillin,"[[""penicillin"", ""was derived from"", ""a plant of the genus Penicillium""], [""Digitalin"", ""was invented for"", ""a substance derived from the plant Digitalis""]]",2
375,In modern usage penicillin is used more broadly to refer to any β-lactam antimicrobial that contains a thiazolidine ring fused to the β-lactam core and may or may not be a natural product.,Penicillin,[],0
376,"Like most natural products, penicillin is present in Penicillium moulds as a mixture of active constituents (gentamicin is another example of a natural product that is an ill-defined mixture of active components).",Penicillin,"[[""Penicillium moulds"", ""is present in"", ""penicillin""], [""gentamicin"", ""is an example of"", ""a natural product""], [""gentamicin"", ""is an ill-defined mixture of"", ""active components""]]",3
377,The principal active components of Penicillium are listed in the following table:,Penicillin,[],0
378,"Other minor active components of Penicillium include penicillin O, penicillin U1, and penicillin U6.",Penicillin,"[[""Penicillium"", ""include"", ""penicillin O""], [""Penicillium"", ""include"", ""penicillin U1""], [""Penicillium"", ""include"", ""penicillin U6""]]",3
379,"Other named constituents of natural Penicillium, such as penicillin A, were subsequently found not to have antibiotic activity and are not chemically related to antibiotic penicillins.",Penicillin,"[[""penicillin A"", ""are not chemically related to"", ""antibiotic penicillins""], [""penicillin A"", ""were found not to have"", ""antibiotic activity""]]",2
380,The precise constitution of the penicillin extracted depends on the species of Penicillium mould used and on the nutrient media used to culture the mould.,Penicillin,"[[""Penicillium mould"", ""used to culture"", ""mould""], [""Penicillium mould"", ""used in"", ""nutrient media""], [""penicillin extracted"", ""depends on"", ""species of Penicillium mould""], [""penicillin extracted"", ""depends on"", ""nutrient media""]]",4
381,"Fleming's original strain of Penicillium rubens produces principally penicillin F, named after Fleming.",Penicillin,"[[""Fleming's original strain of Penicillium rubens"", ""produces"", ""penicillin F""], [""penicillin F"", ""is named after"", ""Fleming""]]",2
382,"But penicillin F is unstable, difficult to isolate, and produced by the mould in small quantities.",Penicillin,"[[""penicillin F"", ""is unstable"", ""unstable""], [""penicillin F"", ""is difficult to isolate"", ""difficult to isolate""], [""penicillin F"", ""is produced by"", ""the mould""], [""penicillin F"", ""is produced in"", ""small quantities""]]",4
383,The principal commercial strain of Penicillium chrysogenum produces penicillin G as the principal component when corn steep liquor is used as the culture medium.,Penicillin,"[[""Penicillium chrysogenum"", ""produces"", ""penicillin G""], [""Penicillium chrysogenum"", ""produces"", ""the principal component""], [""corn steep liquor"", ""is used as"", ""the culture medium""]]",3
384,"When phenoxyethanol or phenoxyacetic acid are added to the culture medium, the mould produces penicillin V as the main penicillin instead.",Penicillin,"[[""phenoxyethanol"", ""is added to"", ""culture medium""], [""phenoxyacetic acid"", ""is added to"", ""culture medium""], [""the mould"", ""produces"", ""penicillin V""]]",3
385,"6-Aminopenicillanic acid is a compound derived from penicillin G. 6-APA contains the beta-lactam core of penicillin G, but with the side chains stripped off; 6-APA is a useful precursor for manufacturing other penicillins.",Penicillin,"[[""6-Aminopenicillanic acid"", ""is a compound derived from"", ""penicillin G""], [""6-Aminopenicillanic acid"", ""contains the beta-lactam core of"", ""penicillin G""], [""6-Aminopenicillanic acid"", ""is a useful precursor for manufacturing"", ""other penicillins""]]",3
386,"There are many semi-synthetic penicillins derived from 6-APA and these are in three groups: antistaphylococcal penicillins, broad-spectrum penicillins, and antipseudomonal penicillins.",Penicillin,"[[""6-APA"", ""is derived from"", ""semi-synthetic penicillins""], [""semi-synthetic penicillins"", ""are in"", ""three groups""], [""semi-synthetic penicillins"", ""are in"", ""antistaphylococcal penicillins""], [""semi-synthetic penicillins"", ""are in"", ""broad-spectrum penicillins""], [""semi-synthetic penicillins"", ""are in"", ""antipseudomonal penicillins""]]",5
387,"The semi-synthetic penicillins are all referred to as penicillins because they are all derived ultimately from penicillin G.
Penicillin units
One unit of penicillin G sodium is defined as 0.600 micrograms.",Penicillin,"[[""penicillins"", ""are referred to as"", ""penicillins""], [""penicillins"", ""are derived from"", ""penicillin G""], [""penicillin G sodium"", ""is defined as"", ""0.600 micrograms""]]",3
